char,pron
和應,wo6 yäng1
相傳,söng1 cüng4
唔好話,m4 häu2 wa6
女校,nü1 hau6
成功爭取,säng4 gung1 zäng1 cü2
工仔,gung1 zäi2
用卡,yung6 ka1
思覺失調,si1 gok2 säk2 tiu4
卡通片,ka1 tung1 ping2
所作所為,so2 zok2 so2 wäi4
佢好似,kü1 häu2 ci1
氣泡,hi1 pau1
有生之年,yäu1 säng1 zi1 ning4
詞彙,ci4 wui6
爭先,zäng1 sing1
強推,köng1 töi1
舉重,gü2 cung1
畢生,bäk2 säng1
成日話,säng4 yäk6 wa6
係好正,häi6 häu2 zäng1
四散,si1 sæng1
成件事,säng4 ging6 si6
為難,wäi4 næng4
調控,tiu4 hung1
大條道理,dai6 tiu4 däu6 li1
兩人,löng1 yäng4
暴風,bäu6 fung1
都幾好,du1 gi2 häu2
散落,sæng1 lok6
成本價,säng4 bung2 ga1
瞭解,liu1 gai2
行人天橋,häng4 yäng4 ting1 kiu4
音量,yäm1 löng6
上班族,söng1 bæng1 zuk6
傾下,käng1 ha1
長春,cöng4 cäng1
拆散,cæk2 sæng1
重任,zung6 yäm6
量產,löng6 cæng2
有巴打,yäu1 ba1 da2
讀音,duk6 yäm1
生食,sæng1 säk6
成語,säng4 yü1
打過,da2 gwo1
兩樣,löng1 yöng6
速成,cuk2 säng4
我覺得佢,ngo1 gok2 däk2 kü1
做得好,zu6 däk2 häu2
成行,säng4 häng4
好飲,häu2 yäm2
各行各業,gok2 hong4 gok2 yip6
校舍,hau6 se1
音樂劇,yäm1 ngok6 kek6
重量級,cung1 löng6 käp2
輕便,häng1 bing6
斷裂,tüng1 lik6
從頭,cung4 täu4
靈車,läng4 ce1
消防車,siu1 fong4 ce1
兩難,löng1 næng4
齊集,cäi4 zap6
多少少,do1 siu2 siu2
下注,ha6 zü1
斷絕,tüng1 zük6
度數,du6 su1
貨櫃車,fo1 gwäi6 ce1
聽從,teng1 cung4
上客,söng1 hæk2
好煩,häu2 fæng4
好緊,häu2 gäng2
衞生局,wäi6 sæng1 guk6
傳波,cüng4 bo1
顛倒,ding1 däu2
二讀,yi6 duk6
有沒,yäu1 muk6
長篇,cöng4 ping1
強求,köng1 käu4
摩打,mo1 da2
發惡,fæk2 ok2
夠數,gäu1 su1
生粉,sæng1 fäng2
少男,siu1 nam4
好地地,häu2 di6 di6
衰仔,söi1 zäi2
以為佢,yi1 wäi4 kü1
歲數,söi1 su1
核爆,häk6 bau1
轉而,züng1 yi4
生事,säng1 si6
調解,tiu4 gai2
乞食,häk2 säk6
上文,söng6 mäng4
最強,zöi1 köng4
學車,hok6 ce1
白卡,bæk6 kæk2
行兇,häng4 hung1
有朝一日,yäu1 ziu1 yäk2 yäk6
轉角,züng1 gok2
鬼仔,gwäi2 zäi2
貴金屬,gwäi1 gäm1 suk6
矮仔,ai2 zäi2
副學士,fu1 hok6 si6
上風,söng6 fung1
食物中毒,säk6 mäk6 zung1 duk6
原生,yüng4 säng1
頂硬上,däng2 ngæng6 söng1
近似,gäng6 ci1
油畫,yäu4 wa6
都好多,du1 häu2 do1
下跪,ha6 gwäi6
性生活,säng1 säng1 wuk6
長工,cöng4 gung1
怡和,yi4 wo4
惡毒,ok2 duk6
參照,cam1 ziu1
上季,söng6 gwäi1
慶生,häng1 sæng1
乜都唔,mäk2 du1 m4
鴉片,a1 ping1
聽覺,täng1 gok2
事成,si6 säng4
目前為止,muk6 cing4 wäi4 zi2
出差,cäk2 cai1
買少見少,mai1 siu2 ging1 siu2
毒性,duk6 säng1
施暴,si1 bäu6
轉捩點,züng2 lik6 dim2
得人驚,däk2 yäng4 geng1
斷定,düng1 däng6
心理醫生,säm1 li1 yi1 säng1
頂替,däng2 täi1
省市,sæng2 si1
節食,zik2 säk6
味覺,mi6 gok2
和音,wo6 yäm1
覺得呢,gok2 däk2 ne1
引領,yäng1 läng1
真係好難,zäng1 häi6 häu2 næng4
驚死,geng1 si2
重力,cung1 läk6
度日,du6 yäk6
航行,hong4 häng4
迷上,mäi4 söng1
話劇,wa2 kek6
仲有好多,zung6 yäu1 häu2 do1
衍生工具,hing2 säng1 gung1 gü6
專為,züng1 wäi4
空調,hung1 tiu4
我成日,ngo1 säng4 yäk6
兩張,löng1 zöng1
打我,da2 ngo1
番去,fæng1 hü1
幾難,gi2 næng4
唱反調,cöng1 fæng2 diu6
一生一世,yäk2 säng1 yäk2 säi1
領悟,läng1 ng6
通頂,tung1 deng2
差好遠,ca1 häu2 yüng1
中轉,zung1 züng2
有兩個,yäu1 löng1 go1
好打,häu2 da2
捲土重來,güng2 tu2 cung4 löi4
便衣警,bing6 yi1 gäng2
解碼,gai2 ma1
下半場,ha6 bung1 cöng4
好貴,häu2 gwäi1
武打,mu1 da2
輕取,häng1 cü2
順理成章,säng6 li1 säng4 zöng1
掉以輕心,diu6 yi1 häng1 säm1
試行,si1 häng4
昇華,säng1 wa4
影射,yäng2 se6
平心而論,päng4 säm1 yi4 läng6
疑為,yi4 wäi4
咩咁,me1 gäm1
蠶食,cam4 säk6
好不容易,häu2 bäk2 yung4 yi6
獨食,duk6 säk6
唔靚,m4 leng1
都好正,du1 häu2 zäng1
倒掛,däu1 gwa1
好了,häu2 liu1
唔成,m4 säng4
唔好用,m4 häu2 yung6
屬下,suk6 ha6
歸屬感,gwäi1 suk6 gäm2
吃香,hek2 höng1
全校,cüng4 hau6
解密,gai2 mäk6
咁難,gäm1 næng4
微不足道,mi4 bäk2 zuk2 däu6
都食,du1 säk6
服食,fuk6 säk6
着想,zök6 söng2
大致上,dai6 zi1 söng6
方丈,fong1 zöng6
領導層,läng1 däu6 cäng4
為個,wäi6 go1
傳開,cüng4 fui1
宣讀,süng1 duk6
打緊,da2 gäng2
撈飯,läu1 fæng6
上吊,söng1 diu1
巴士線,ba1 si2 sing1
好多次,häu2 do1 ci1
斯里蘭卡,si1 li1 læng4 ka1
通行證,tung1 häng4 zäng1
書生,sü1 säng1
尾數,mi1 su1
朋友仔,päng4 yäu1 zäi2
驚奇,gäng1 ki4
請勿,cäng2 mäk6
佢食,kü1 säk6
好日,häu2 yäk6
水質,söi2 zäk2
上唔到,söng6 m4 däu1
冰鮮,bäng1 sing1
成點,säng4 dim2
未驚過,mi6 geng1 gwo1
柔和,yäu4 wo4
一定唔會,yäk2 däng6 m4 wui6
鬼片,gwäi2 ping2
習近平,zap6 gäng6 päng4
防毒,fong4 duk6
真係唔好,zäng1 häi6 m4 häu2
點解佢,dim2 gai2 kü1
富士山,fu1 si6 sæng1
微調,mi4 tiu4
從來都,cung4 löi4 du1
論調,läng6 diu6
打發,da2 fæk2
其實呢,ki4 säk6 ne1
多數都,do1 su1 du1
地質,di6 zäk2
守行為,säu2 häng4 wäi4
扑頭,pok2 täu4
量化,löng6 fa1
走下坡,zäu2 ha6 bo1
平行時空,päng4 häng4 si4 hung1
和風,wo4 fung1
為人民,wäi6 yäng4 mäng4
從新,cung4 säng1
打好,da2 häu2
貪靚,tam1 leng1
着火,zök6 fo2
平靚正,peng4 leng1 zäng1
保鮮紙,bäu2 sing1 zi2
流行曲,läu4 häng4 kuk2
好好多,häu2 häu2 do1
都唔錯,du1 m4 co1
已經夠,yi1 gäng1 gäu1
咁簡單,gäm1 gæng2 dæng1
年輕人,ning4 häng1 yäng4
打掃,da2 säu1
誤差,ng6 ca1
也沒,ya1 muk6
核對,häk6 döi1
毒打,duk6 da2
張卡,zöng1 ka1
掌上壓,zöng2 söng6 æk2
學下,hok6 ha1
莫講話,mok6 gong2 wa6
坐大,zo6 dai6
頂到,däng2 däu1
批核,päi1 häk6
生果金,sæng1 gwo2 gäm1
下挫,ha6 co1
看上,fung1 söng1
打去,da2 hü1
百花齊放,bæk2 fa1 cäi4 fong1
一會兒,yäk2 wui6 yi4
直通車,zäk6 tung1 ce1
彈弓,dæng6 gung1
驚佢,geng1 kü1
成形,säng4 yäng4
升讀,säng1 duk6
正數,zäng1 su1
新近,säng1 gäng6
擠塞,zäi1 säk2
裂縫,lik6 fung4
就係因為,zäu6 häi6 yäng1 wäi6
長安,cöng4 wung1
柔道,yäu4 däu6
你聽,ni1 teng1
鎖上,so2 söng1
惡果,ok2 gwo2
奢華,ce1 wa4
好似幾,häu2 ci1 gi2
上試,söng6 si1
斷斷續續,tüng1 tüng1 zuk6 zuk6
成功感,säng4 gung1 gäm2
好似你,häu2 ci1 ni1
咁出,gäm1 cäk2
結伴,gik2 bung6
考核,hau2 häk6
假定,ga2 däng6
走難,zäu2 næng6
平方,päng4 fong1
爛仔,læng6 zäi2
聽電話,teng1 ding6 wa2
實話,säk6 wa6
掃射,säu1 se6
戒毒,gai1 duk6
自以為是,zi6 yi1 wäi4 si6
好死,häu2 si2
讀緊,duk6 gäng2
傳教,cüng4 gäu1
女伴,nü1 bung6
下列,ha6 lik6
以為你,yi1 wäi4 ni1
手推車,säu2 töi1 ce1
平成,päng4 säng4
雜種,zap6 zung2
佢已經,kü1 yi1 gäng1
重臨,cung4 läm4
聽下,teng1 ha1
集齊,zap6 cäi4
換轉,wung6 züng1
打消,da2 siu1
打火機,da2 fo2 gi1
封頂,fung1 deng2
食慾,säk6 yuk6
好諗,häu2 näm2
係難,häi6 næng4
係難,häi6 næng6
好好笑,häu2 häu2 siu1
啱聽,ngam1 teng1
直屬,zäk6 suk6
膳食,sing6 säk6
重讀,cung4 duk6
聽佢,teng1 kü1
條數,tiu4 su1
成敗,säng4 bai6
他朝,ta1 ziu1
生命力,säng1 mäng6 läk6
暴躁,bäu6 cäu1
經緯,gäng1 wäi1
散場,sæng1 cöng4
量刑,löng6 yäng4
長方形,cöng4 fong1 yäng4
恐怖片,hung2 bu1 ping2
唔好比,m4 häu2 bi2
唔撈,m4 läu1
醜惡,cäu2 ok2
都好好,du1 häu2 häu2
人道毀滅,yäng4 däu6 wäi2 mik6
打磨,da2 mo4
嘅感覺,ge1 gäm2 gok2
難看,næng4 fung1
更加唔,gäng1 ga1 m4
好多年,häu2 do1 ning4
壞話,wai6 wa2
等下,däng2 ha1
又好似,yäu6 häu2 ci1
重逢,cung4 fung4
我驚,ngo1 geng1
相好,söng1 häu2
我覺得係,ngo1 gok2 däk2 häi6
世道,säi1 däu6
輕重,häng1 cung1
喻為,yü6 wäi4
打中,da2 zung1
淹沒,yim1 muk6
個人覺得,go1 yäng4 gok2 däk2
道友,däu6 yäu1
參展,cam1 zing2
片商,ping2 söng1
惡作劇,ok2 zok2 kek6
車資,ce1 zi1
豐盛,fung1 säng6
心淡,säm1 tam1
消磨,siu1 mo4
重病,cung1 beng6
強弱,köng4 yök6
調停,tiu4 täng4
畜生,cuk2 säng1
請你,cäng2 ni1
長青,cöng4 cäng1
來生,löi4 säng1
死咁,si2 gäm1
好亂,häu2 lüng6
憑藉,päng4 zäk6
共和,gung6 wo4
散開,sæng1 fui1
齊上齊落,cäi4 söng1 cäi4 lok6
牽強,hing1 köng1
少數民族,siu2 su1 mäng4 zuk6
左上,zo2 söng6
讀完,duk6 yüng4
一兩個,yäk2 löng1 go1
惋惜,yüng2 säk2
好嗎,häu2 ma1
行得,hæng4 däk2
真係好好,zäng1 häi6 häu2 häu2
志同道合,zi1 tung4 däu6 häp6
點打,dim2 da2
好細,häu2 säi1
參拜,cam1 bai1
重擊,cung4 gäk2
經常性,gäng1 söng4 säng1
修長,säu1 cöng4
成條,säng4 tiu4
皇朝,wong4 ciu4
係驚,häi6 geng1
邊度有,bing1 du6 yäu1
曲解,kuk2 gai2
保鮮,bäu2 sing1
生硬,sæng1 ngæng6
腸道,cöng4 däu6
要塞,yiu1 cöi1
輸打贏要,sü1 da2 yeng4 yiu1
兩隊,löng1 döi6
頂頭,däng2 täu4
自己諗,zi6 gi2 näm2
斷氣,tüng1 hi1
坐牢,zo6 läu4
講兩句,gong2 löng1 gü1
利淡,li6 dam6
行出,hæng4 cäk2
玩味,wung6 mi6
好大機會,häu2 dai6 gi1 wui6
諗諗,näm2 näm2
就近,zäu6 gäng6
都冇乜,du1 mäu1 mäk2
準備好,zäng2 bi6 häu2
係幾好,häi6 gi2 häu2
永生,wäng1 säng1
係靚,häi6 leng1
沒用,muk6 yung6
打拼,da2 päng1
好傾,häu2 käng1
唔聽,m4 teng1
做生意,zu6 sæng1 yi1
本末倒置,bung2 muk6 däu2 zi1
假冒,ga2 mäu6
有冇諗,yäu1 mäu1 näm2
量力而為,löng6 läk6 yi4 wäi4
卡士,ka1 si2
行善,häng4 sing6
靈性,läng4 säng1
真係好正,zäng1 häi6 häu2 zäng1
無能為力,mu4 näng4 wäi4 läk6
小數,siu2 su1
懇請,häng2 cäng2
夜更,ye6 gæng1
嶺大,leng1 dai6
錯漏,co1 läu6
覺醒,gok2 säng2
核酸,häk6 süng1
好市,häu2 si1
取經,cü2 gäng1
係讀,häi6 duk6
散心,sæng1 säm1
執生,zäp2 sæng1
點解可以,dim2 gai2 ho2 yi1
強心針,köng4 säm1 zäm1
較好,gau1 häu2
對質,döi1 zäk2
一意孤行,yäk2 yi1 gwu1 häng4
電話卡,ding6 wa2 kæk2
好低,häu2 däi1
拳打腳踢,küng4 da2 gök2 tek2
不曾,bäk2 cäng4
傍身,pong4 säng1
好客,häu1 hæk2
下季,ha6 gwäi1
好小,häu2 siu2
餵食,wäi1 säk6
投資銀行,täu4 zi1 ngäng4 hong4
憤青,fäng1 cäng1
提款卡,täi4 fung2 kæk2
釘牌,deng1 pai4
都聽,du1 teng1
落井下石,lok6 zäng2 ha6 sek6
殘暴,cæng4 bäu6
醒你,säng2 ni1
暴斃,bäu6 bäi6
咁早,gäm1 zäu2
好耐冇,häu2 nöi6 mäu1
兩件,löng1 ging6
生父,säng1 fu6
大家唔好,dai6 ga1 m4 häu2
題外話,täi4 wui6 wa6
放上,fong1 söng1
沒完沒了,muk6 yüng4 muk6 liu1
必經,bik2 gäng1
係最好,häi6 zöi1 häu2
知識份子,zi1 säk2 fäng6 zi2
冰毒,bäng1 duk6
刺殺,ci1 sæk2
平方公里,päng4 fong1 gung1 li1
錦上路,gäm2 söng6 lu6
咁正,gäm1 zäng1
繞道,yiu2 däu6
好悶,häu2 mung6
拖車,to1 ce1
笑片,siu1 ping2
輕身,heng1 säng1
斷言,düng6 ying4
青春期,cäng1 cäng1 ki4
喪生,song1 säng1
聽力,täng1 läk6
倒米,däu2 mai1
言下之意,ying4 ha6 zi1 yi1
施行,si1 häng4
打從,da2 cung4
行去,hæng4 hü1
微生物,mi4 säng1 mäk6
想聽,söng2 teng1
跟從,gäng1 cung4
隆重,lung4 zung6
保平安,bäu2 päng4 wung1
好簡單,häu2 gæng2 dæng1
壓倒性,æk2 däu2 säng1
成千上萬,säng4 cing1 söng1 mæng6
淡然,dam6 ying4
咁靚,gäm1 leng1
都好難,du1 häu2 næng4
大假,dai6 ga1
收數,säu1 su1
好買,häu2 mai1
好些,häu2 se1
少主,siu1 zü2
話語權,wa6 yü1 küng4
已經唔係,yi1 gäng1 m4 häi6
成隻,säng4 zek2
咁貴,gäm1 gwäi1
路經,lu6 gäng1
產假,cæng2 ga1
生抽,sæng1 cäu1
轉嫁,züng2 ga1
餘生,yü4 säng1
唔好諗,m4 häu2 näm2
大個仔,dai6 go1 zäi2
好廢,häu2 fäi1
太好,tai1 häu2
逆行,yäk6 häng4
零下,läng4 ha6
較量,gau1 löng6
先打,sing1 da2
間斷,gæng1 düng6
成材,säng4 cöi4
天馬行空,ting1 ma1 häng4 hung1
係好事,häi6 häu2 si6
先上,sing1 söng1
好型,häu2 yäng4
圖畫,tu4 wa6
和局,wo4 guk6
咁低,gäm1 däi1
個男仔,go1 nam4 zäi2
行禮,hæng4 läi1
討回公道,täu2 wui4 gung1 däu6
再上,zöi1 söng1
指使,zi2 si2
場上,cöng4 söng6
衣食,yi1 säk6
跑數,pau2 su1
下邊,ha6 bing1
雷暴,löi4 bäu6
再打,zöi1 da2
都差唔多,du1 ca1 m4 do1
長處,cöng4 cü1
想請,söng2 cäng2
遲下,ci4 ha1
專車,züng1 ce1
咁重,gäm1 cung1
行下,hæng4 ha1
敗仗,bai6 zöng1
有諗,yäu1 näm2
打頭陣,da2 täu4 zäng6
畫像,wa6 zöng6
不爭,bäk2 zäng1
散文,sæng2 mäng4
萌生,mäng4 säng1
已經可以,yi1 gäng1 ho2 yi1
聖誕卡,säng1 dæng1 kæk2
滿載,mung1 zöi1
同場加映,tung4 cöng4 ga1 yäng2
譽為,yü6 wäi4
面上,ming6 söng6
雞蛋仔,gäi1 dæng6 zäi2
是因為,si6 yäng1 wäi6
咁濟,gäm1 zäi1
你以為,ni1 yi1 wäi4
起行,hi2 häng4
散佈,sæng1 bu1
傷重,söng1 cung1
明信片,mäng4 säng1 ping2
轉校,züng1 hau6
爛片,læng6 ping2
單數,dæng1 su1
用下,yung6 ha1
硬仗,ngæng6 zöng1
錯手,co1 säu2
成堆,säng4 döi1
沉沒,cäm4 muk6
海參,fui2 säm1
已經開,yi1 gäng1 fui1
雞仔,gäi1 zäi2
乾糧,gung1 löng4
斷層,tüng1 cäng4
重金屬,cung1 gäm1 suk6
唔重,m4 cung1
國難,gwok2 næng6
都驚,du1 geng1
冇機會,mäu1 gi1 wui6
咁耐都,gäm1 nöi6 du1
輕敵,häng1 däk6
先入為主,sing1 yäp6 wäi4 zü2
背書,bui6 sü1
卡車,ka1 ce1
平平無奇,päng4 päng4 mu4 ki4
想轉,söng2 züng2
好平,häu2 päng4
食字,säk6 zi6
一分子,yäk2 fäng6 zi2
意食,yi1 säk6
生怕,säng1 pa1
實好多,säk6 häu2 do1
倒車,däu1 ce1
好眼,häu2 ngæng1
人呢,yäng4 ne1
藍領,lam4 leng1
總和,zung2 wo4
話過,wa6 gwo1
數啦,su1 la1
仲諗住,zung6 näm2 zü6
好似仲,häu2 ci1 zung6
爭霸,zäng1 ba1
佢兩個,kü1 löng1 go1
食油,säk6 yäu4
重兵,cung1 bäng1
心中有數,säm1 zung1 yäu1 su1
有冇諗過,yäu1 mäu1 näm2 gwo1
消散,siu1 sæng1
格調,gæk2 diu6
道教,däu6 gäu1
定食,däng6 säk6
打沉,da2 cäm4
有唔少,yäu1 m4 siu2
遇難,yü6 næng6
聽人,teng1 yäng4
尋仇,cäm4 säu4
上訴人,söng6 su1 yäng4
使者,si1 ze2
貴重,gwäi1 zung6
唔好做,m4 häu2 zu6
咁差,gäm1 ca1
孖生,ma1 sæng1
行動不便,häng4 dung6 bäk2 bing6
凝重,yäng4 zung6
停車,täng4 ce1
係錯,häi6 co1
有錯,yäu1 co1
係因為佢,häi6 yäng1 wäi6 kü1
唔好搞,m4 häu2 gau2
乜事,mäk2 si6
上面有,söng6 ming6 yäu1
淡季,dam6 gwäi1
拚命,päng1 mäng6
發生咩事,fæk2 säng1 me1 si6
兩粒,löng1 näp2
凝視,yäng4 si6
轉帳,züng2 zöng1
女強人,nü1 köng4 yäng4
平過,päng4 gwo1
因為呢,yäng1 wäi6 ne1
上期,söng6 ki4
偷聽,täu1 teng1
打翻,da2 fæng1
水道,söi2 däu6
可惡,ho2 wu1
都難,du1 næng4
有車,yäu1 ce1
兩球,löng1 käu4
傳票,cüng4 piu1
好老,häu2 läu1
火上加油,fo2 söng6 ga1 yäu4
成套,säng4 täu1
道士,däu6 si2
老婆仔,läu1 po4 zäi2
生地,sæng1 di6
本領,bung2 läng1
衣食住行,yi1 säk6 zü6 häng4
似曾相識,ci1 cäng4 söng1 säk2
長情,cöng4 cäng4
膽量,dam2 löng6
動作片,dung6 zok2 ping2
平原,päng4 yüng4
不以為然,bäk2 yi1 wäi4 ying4
苛刻,ho1 häk2
轉折,züng2 zik2
蛇頭,se4 täu4
成條街,seng4 tiu4 gai1
放射,fong1 se6
一事無成,yäk2 si6 mu4 säng4
背道而馳,bui1 däu6 yi4 ci4
重光,cung4 gwong1
打量,da2 löng4
一齊去,yäk2 cäi4 hü1
食白果,säk6 bæk6 gwo2
煲仔飯,bäu1 zäi2 fæng6
打燈,da2 däng1
悉數,säk2 su1
好掛住,häu2 gwa1 zü6
食個,säk6 go1
好後,häu2 häu6
沖淡,cung1 tam1
頑強,wæng4 köng4
招生,ziu1 säng1
好似我,häu2 ci1 ngo1
乜水,mäk2 söi2
聽完,teng1 yüng4
差天共地,ca1 ting1 gung6 di6
設下,cik2 ha6
有機可乘,yäu1 gi1 ho2 säng4
轉口,züng2 häu2
我真係好,ngo1 zäng1 häi6 häu2
都係因為,du1 häi6 yäng1 wäi6
仇家,säu4 ga1
打定輸數,da2 däng6 sü1 su1
經期,gäng1 ki4
係成日,häi6 säng4 yäk6
少婦,siu1 fu1
當差,dong1 cai1
繁華,fæng4 wa4
為他,wäi6 ta1
好靜,häu2 zäng6
難堪,næng4 häm1
噴射機,päng1 se6 gi1
貨仔,fo1 zäi2
少不免,siu2 bäk2 ming1
輕巧,häng1 hau2
字數,zi6 su1
請教,ceng2 gäu1
另行,läng6 häng4
斷送,düng6 sung1
講錯,gong2 co1
手車,säu2 ce1
統領,tung2 läng1
仇視,säu4 si6
大家一齊,dai6 ga1 yäk2 cäi4
暴君,bäu6 gwäng1
好憎,häu2 zäng1
斷交,tüng1 gau1
你試下,ni1 si1 ha1
是為,si6 wäi6
為所欲為,wäi4 so2 yuk6 wäi4
一路上,yäk2 lu6 söng6
站長,zam6 zöng2
再會,zöi1 wui6
教下,gäu1 ha1
冇好,mäu1 häu2
無解,mu4 gai2
咁細,gäm1 säi1
運轉,wäng6 züng1
生殖,säng1 zäk6
順風車,säng6 fung1 ce1
兩邊都,löng1 bing1 du1
解救,gai2 gäu1
少不了,siu2 bäk2 liu1
度度,du6 du6
比較好,bi2 gau1 häu2
行刑,häng4 yäng4
家傳,ga1 cüng4
夠打,gäu1 da2
都唔使,du1 m4 si2
慘淡,cam2 dam6
唔諗,m4 näm2
修好,säu1 häu2
見家長,ging1 ga1 zöng2
一轉,yäk2 züng1
使唔使,si2 m4 si2
更有,gäng1 yäu1
一時三刻,yäk2 si4 sam1 häk2
經文,gäng1 mäng4
好多都係,häu2 do1 du1 häi6
多不勝數,do1 bäk2 säng1 su2
大專生,dai6 züng1 säng1
闊度,fuk2 du6
穩重,wäng2 zung6
真係覺,zäng1 häi6 gok2
就即刻,zäu6 zik2 häk2
的士佬,däk2 si2 läu2
頂得順,däng2 däk2 säng6
讀過,duk6 gwo1
點解有,dim2 gai2 yäu1
其實好多,ki4 säk6 häu2 do1
阻差辦公,zo2 cai1 bæng6 gung1
沉降,cäm4 gong1
長氣,cöng4 hi1
咁遠,gäm1 yüng1
腎臟,säng6 zong6
行文,häng4 mäng4
咁得,gäm1 däk2
幾下,gi2 ha1
盛惠,säng6 wäi6
兩者,löng1 ze2
仲咁,zung6 gäm1
真係好多,zäng1 häi6 häu2 do1
福士,fuk2 si2
真係覺得,zäng1 häi6 gok2 däk2
下火,ha6 fo2
又成,yäu6 säng4
打交道,da2 gau1 däu6
食緊,säk6 gäng2
斷尾,tüng1 mi1
戇居,ngong6 gü1
下廚,ha6 cü4
最平,zöi1 päng4
後數,häu6 su1
勞力士,läu4 läk6 si6
屬意,suk6 yi1
又覺,yäu6 gok2
意會,yi1 wui6
錯愕,co1 ngok6
上過,söng1 gwo1
勁好,gäng6 häu2
追女仔,zöi1 nü1 zäi2
好快就,häu2 fai1 zäu6
閃卡,sim2 kæk2
麾下,fäi1 ha6
債仔,zai1 zäi2
最低限度,zöi1 däi1 hæng6 du6
咁廢,gäm1 fäi1
驚呼,gäng1 fu1
開平,fui1 päng4
好咩,häu2 me1
爭辯,zäng1 bing6
食住,säk6 zü6
入數,yäp6 su1
聽得,teng1 däk2
成本效益,säng4 bung2 hau6 yäk2
標青,biu1 ceng1
背住,bui1 zü6
交差,gau1 cai1
下等,ha6 däng2
死頂,si2 däng2
着緊,zök6 gäng2
時光倒流,si4 gwong1 däu2 läu4
傳話,cüng4 wa6
行行企企,hæng4 hæng4 ki1 ki1
全長,cüng4 cöng4
金卡,gäm1 kæk2
隨行,cöi4 häng4
熱刺,ngik6 ci1
台仔,töi4 zäi2
轉去,züng2 hü1
耳塞,yi1 säk2
兩間,löng1 gæng1
下一代,ha6 yäk2 döi6
打佢,da2 kü1
有好多人,yäu1 häu2 do1 yäng4
你已經,ni1 yi1 gäng1
四驅車,si1 kü1 ce1
難打,næng4 da2
重頭戲,cung1 täu4 hi1
好漢,häu2 fung1
又覺得,yäu6 gok2 däk2
千祈唔好,cing1 ki4 m4 häu2
請食飯,ceng2 säk6 fæng6
咁多個,gäm1 do1 go1
折斷,zik2 tüng1
感覺好,gäm2 gok2 häu2
驚天,gäng1 ting1
主食,zü2 säk6
可卡因,ho2 ka1 yäng1
上京,söng1 gäng1
傳輸,cüng4 sü1
畫師,wa6 si1
又打,yäu6 da2
倒貼,däu1 tip2
咪嘴,mäi1 zöi2
抹茶,muk2 ca4
嗅覺,cäu1 gok2
講咁多,gong2 gäm1 do1
盛大,säng6 dai6
周轉,zäu1 züng2
上得,söng1 däk2
精靈,zäng1 läng4
雪上加霜,sük2 söng6 ga1 söng1
鴨仔,ap2 zäi2
波士,bo1 si2
彈牙,dæng6 nga4
慰藉,wäi1 zäk6
再加上,zöi1 ga1 söng1
就諗,zäu6 näm2
假名,ga2 mäng4
過錯,gwo1 co1
慢慢行,mæng6 mæng6 häng4
平板電腦,päng4 bæng2 ding6 näu1
先話,sing1 wa6
不經意,bäk2 gäng1 yi1
重地,zung6 di6
打轉,da2 züng2
發泡膠,fæk2 päu1 gau1
鬆散,sung1 sæng2
強忍,köng1 yäng1
門生,mung4 säng1
行騙,häng4 ping1
一部分,yäk2 bu6 fäng6
食埋,säk6 mai4
轉波,züng1 bo1
教士,gäu1 si6
無中生有,mu4 zung1 säng1 yäu1
運載,wäng6 zöi1
解悶,gai2 mung6
下意識,ha6 yi1 säk2
打法,da2 fæk2
都好想,du1 häu2 söng2
敬請,gäng1 cäng2
也沒有,ya1 muk6 yäu1
使到,säi2 däu1
覺得個,gok2 däk2 go1
輕聲,häng1 säng1
生字,sæng1 zi6
耕耘,gæng1 wäng4
愛惜,wui1 säk2
都成日,du1 säng4 yäk6
食量,säk6 löng6
少之又少,siu2 zi1 yäu6 siu2
上菜,söng6 cöi1
校監,hau6 gam1
滋生,zi1 säng1
失散,säk2 sæng1
刺痛,ci1 tung1
巴打係,ba1 da2 häi6
講得好,gong2 däk2 häu2
核試,häk6 si1
下沉,ha6 cäm4
佢覺得,kü1 gok2 däk2
滑行,wæk6 häng4
拜會,bai1 wui6
多好多,do1 häu2 do1
食藥,säk6 yök6
最難,zöi1 næng4
自力更生,zi6 läk6 gäng1 säng1
好爽,häu2 song2
車龍,ce1 lung4
特種,däk6 zung2
轉世,züng2 säi1
齊整,cäi4 zäng2
個社會,go1 se1 wui6
部電話,bu6 ding6 wa6
交錯,gau1 co1
車胎,ce1 töi1
肢解,zi1 gai2
中華文化,zung1 wa4 mäng4 fa1
咁辛苦,gäm1 säng1 fu2
黑道,häk2 däu6
好少少,häu2 siu2 siu2
有道,yäu1 däu6
語調,yü1 diu6
盛讚,säng6 zæng1
強迫症,köng4 bäk2 zäng1
好怕,häu2 pa1
披上,pi1 söng1
都被,du1 bi6
奉上,fung6 söng1
此時此刻,ci2 si4 ci2 häk2
呈上,cäng4 söng1
滑稽,wæk6 käi1
再諗,zöi1 näm2
車線,ce1 sing1
青梅竹馬,cäng1 mui4 zuk2 ma1
重災,cung1 zöi1
和你,wo4 ni1
自己打,zi6 gi2 da2
生肉,sæng1 yuk6
重振,cung4 zäng1
道謝,däu6 ze6
成個月,säng4 go1 ngük6
好怪,häu2 gwai1
唔好同,m4 häu2 tung4
塞內加爾,cöi1 nöi6 ga1 yi1
打散,da2 sæng2
乘勢,säng4 säi1
芭蕾舞,ba1 löi4 mu1
食晏,säk6 æng1
