char,pron
車厘子,ca1 li2 zu3
大興土木,tai4 hin1 tu3 muk5
大熱倒灶,tai4 ngiet6 dau3 zau4
平起平坐,pin2 hi3 pin2 co4
他朝,ta1 zau1
荷花,ho2 fa1
融和,yung2 fo2
打情罵俏,da3 cin2 ma4 ciau4
脱氧核糖,tot5 yong1 het6 tong2
核能,het6 len2
不失為,but5 sit5 vui2
成見,sin2 gien4
禁運,gim4 yun4
頂證,din3 zin4
音質,yim1 zit5
起行,hi3 hang2
學名,hok6 miang2
仇家,siu2 ga1
幫會,bong1 fui4
醜惡,ciu3 ok5
暴風,pau4 fung1
伴舞,pan4 mu3
校慶,gau4 kin4
喝倒采,hot5 dau3 cai3
光鮮,gong1 sien1
眼仔,ngan3 zai3
祥和,siong2 fo2
降格,gong4 gak5
照應,zau4 yin4
扁平,bien3 pin2
交差,gau1 cai1
曲解,kiuk5 gai3
相鄰,siong1 lin2
天經地義,tien1 gin1 ti4 ngi4
上繳,song4 giau3
説三道四,sot5 sam1 tau4 si4
傾電話,kin1 tien4 va4
滿載而歸,man1 zai3 yi2 gui1
水道,sui3 tau4
電話線,tien4 va4 sien4
留難,liu2 lan2
煮飯仔,zu3 fan4 zai3
平靚正,piang2 liang4 zang4
熟讀,suk6 tuk6
接電話,ziap5 tien4 va4
光明正大,gong1 min2 zin4 tai4
暴發户,pau4 fat5 fu4
懶散,lan1 san3
國畫,get5 fa4
校隊,gau4 dui4
中樞神經,zung1 ki1 sin2 gin1
家當,ga1 dong4
好意思,hau3 yi4 su1
中美洲,zung1 mui1 ziu1
當歸,dong1 gui1
咬耳仔,ngau1 ngi3 zai3
混淆視聽,fun3 ngau2 si4 tin4
乾涸,gon1 kok5
實而不華,sit6 yi2 but5 fa2
色相,set5 siong4
順從,sun4 cung2
喇嘛,la1 ma2
智能電話,zi4 len2 tien4 va4
出貓,cut5 miau4
要麼,yau4 mo1
過錯,go4 co4
甜食,tiam2 sit6
放射,fong4 sa4
慷慨解囊,kong3 koi4 gai3 long2
名分,min2 fun4
和善,fo2 sien4
驚心,gin1 sim1
作惡,zok5 ok5
車卡,ca1 ka1
安居樂業,on1 gi1 lok6 ngiap6
打發,da3 fat5
樂事,lok6 su4
調戲,tiau2 hi4
打真軍,da3 zin1 giun1
當之無愧,dong1 zu1 vu2 kui3
濕平,sip5 pin2
唐卡,tong2 ka1
解毒,gai3 tuk6
傳真機,con2 zin1 gi1
的士站,dit5 si3 zam4
率直,sut5 cit6
典當,dien3 dong4
賭仔,du3 zai3
摸頂,mo1 dang3
成功感,sin2 gung1 gam3
成行成市,sin2 hong2 sin2 si4
經得起,gin1 det5 hi3
落毒,lok6 tuk6
食糧,sit6 liong2
悶悶不樂,mun4 mun4 but5 lok6
燕麥,yen4 mak6
英文中學,yin1 vun2 zung1 hok6
調和,tiau2 fo2
怪獸家長,gai4 ciu4 ga1 zong3
要事,yau4 su4
男仔頭,lam2 zai3 tiu2
射箭,sa4 zien4
中日韓,zung1 ngit5 hon2
倒立,dau3 lip6
暗淡,am4 tam4
中同,zung1 tung2
錯字,co4 su4
心肌梗塞,sim1 gi1 gang3 set5
折射,ziet5 sa4
打工皇帝,da3 gung1 fong2 di4
電話亭,tien4 va4 tin2
倒影,dau3 yang3
分賬,fun1 zong4
好客,hau4 hak5
命格,miang4 gak5
人命傷亡,ngin2 miang4 song1 mong2
新牌仔,sin1 pai2 zai3
談天説地,tam2 tien1 sot5 ti4
花樣年華,fa1 yong4 ngien2 fa2
當差,dong1 cai1
仇視,siu2 si4
當黑,dong1 het5
勸解,kien4 gai3
送行,sung4 hang2
全盛時期,cien2 sang4 si2 ki2
器重,hi4 cung4
重災,cung1 zai1
為所欲為,vui2 so3 yuk6 vui2
家傳,ga1 con2
名存實亡,min2 sun2 sit6 mong2
假使,ga3 si3
着急,cok6 gip5
暴風雨,pau4 fung1 yi3
打退堂鼓,da3 tui4 tong2 gu3
讀物,tuk6 vut6
極其量,kit6 ki2 liong4
獨食,tuk6 sit6
亮度,liong4 tu4
中坑,zung1 hang1
大孖,tai4 ma1
哪兒,lai4 yi2
監倉,gam1 cong1
語重心長,ngi1 cung4 sim1 cong2
舖面,pu4 mien4
紹興酒,sau2 hin4 ziu3
馬經,ma1 gin1
癖好,pit5 hau4
打躉,da3 dun3
靈機一觸,lin2 gi1 yit5 cuk5
上校,song4 gau3
食晏,sit6 an4
驚青,giang1 ciang1
汗流浹背,hon4 liu2 hiap6 boi4
混種,fun3 zung3
域名,vet5 miang2
弧度,fu2 tu4
近郊,kiun4 gau1
未雨綢繆,vui4 yi3 ciu2 miu2
鼻塞,pi4 set5
暴風雪,pau4 fung1 siet5
此消彼長,cu3 siau1 bi3 zong3
班長,ban1 zong3
坦率,tan3 sut5
傳神,con2 sin2
失重,sit5 cung1
字裏行間,su4 li1 hong2 gan1
要命,yau4 miang4
重遊,cung2 yiu2
十分之,sip6 fun1 zu1
吿發,gau4 fat5
有求必應,yiu1 kiu2 bit5 yin4
重地,cung4 ti4
兩棲,liong1 ci1
危難,ngui2 lan4
沉着,cim2 cok6
藍精靈,lam2 zin1 lin2
花旗參,fa1 ki2 sem1
裏應外合,li1 yin4 ngoi4 hap6
行房,hang2 fong2
享樂,hiong3 lok6
修成正果,siu1 sin2 zin4 go3
赤道,cak5 tau4
暴走,pau4 ziu3
瑰寶,gui4 bau3
孻仔,lai1 zai3
坐以待斃,co4 yi1 toi4 bi4
省鏡,sen3 giang4
掉轉,tiau4 zon4
賀卡,fo4 kat6
冗長,yung3 cong2
跑馬仔,pau1 ma1 zai3
不由分説,but5 yiu2 fun1 sot5
沖淡,cung1 tam1
吉士,git5 si3
應景,yin4 gin3
學説,hok6 sot5
命理,min4 li1
違禁品,vui2 gim4 pin3
自相矛盾,cu4 siong1 mau2 tun3
外省,ngoi4 sen3
使者,si4 za3
鎚仔,cui2 zai3
重見天日,cung2 gien4 tien1 ngit5
巴打,ba1 da3
好歹,hau3 dai3
類近,lui4 kiun4
潦倒,lau3 dau3
一路上,yit5 lu4 song4
從軍,cung2 giun1
中台,zung1 toi2
安好,on1 hau3
師長,su1 zong3
波士,bo1 si3
酋長,yiu2 zong3
應手,yin4 siu3
上旬,song4 sun2
和聲,fo4 sang1
淡忘,tam4 mong2
顯示卡,hien3 si4 kat6
轉波,zon4 bo1
牛仔布,ngiu2 zai3 bu4
患難,fam4 lan4
地名,ti4 miang2
一分為二,yit5 fun1 vui2 ngi4
以和為貴,yi1 fo2 vui2 gui4
畫風,fa4 fung1
不良反應,but5 liong2 fan3 yin4
視覺藝術,si4 gok5 ngi4 sut6
中華文化,zung1 fa2 vun2 fa4
偷聽,tiu1 tang4
校車,gau4 ca1
大丈夫,tai4 cong4 fu1
華沙,fa2 sa1
自重,cu4 cung4
解渴,gai3 hot5
通頂,tung1 dang3
吉普車,git5 pu1 ca1
靜觀其變,cin4 gon1 ki2 bien4
讀數,tuk6 su4
肺結核,pui4 giet5 het6
禮拜三,li1 bai4 sam1
打橫,da3 vang2
美其名,mui1 ki2 min2
鐵道,tiet5 tau4
化為烏有,fa4 vui2 vu1 yiu1
判若兩人,pan4 yok6 liong1 ngin2
傳閲,con2 yet6
功成身退,gung1 sin2 sin1 tui4
食飽,sit6 bau3
鑽牛角尖,zon4 ngiu2 gok5 ziam1
逞強,cin3 kiong2
毒手,tuk6 siu3
茂盛,miu4 sang4
省時,sen3 si2
假定,ga3 tin4
老中青,lau3 zung1 ciang1
相交,siong1 gau1
袋袋平安,toi4 toi4 pin2 on1
送命,sung4 min4
自命,cu4 min4
三番四次,sam1 fan1 si4 cu4
打獵,da3 liap6
鞋墊,hai2 tiap6
風平浪靜,fung1 pin2 long4 cin4
正義感,zin4 ngi4 gam3
長途跋涉,cong2 tu2 pat6 siap5
禁絕,gim4 ciet6
戲假情真,hi4 ga3 cin2 zin1
經合組織,gin1 hap6 zu3 zit5
盛怒,sang4 lu4
輸打贏要,su1 da3 yang2 yau4
健將,kien4 ziong4
吿假,gau4 ga4
磨拳擦掌,mo2 kien2 cat5 zong3
平生,pin2 sang1
胡説八道,fu2 sot5 bat5 tau4
逼使,bit5 si3
中譯,zung1 yit6
不務正業,but5 vu4 zin4 ngiap6
連着,lien2 cok6
三幾,sam1 gi3
相當之,siong1 dong1 zu1
擔綱,dam1 gong1
強健,kiong2 kien4
荼毒,tu2 tuk6
名份,min2 fun4
一網打盡,yit5 miong3 da3 cin4
輕而易舉,kiang1 yi2 yi4 gi3
自得其樂,cu4 det5 ki2 lok6
剛強,gong1 kiong2
一事無成,yit5 su4 vu2 sin2
融為一體,yung2 vui2 yit5 ti3
小道消息,siau3 tau4 siau1 sit5
責成,zit5 sin2
指鹿為馬,zi3 luk6 vui2 ma1
壽終正寢,siu4 zung1 zin4 cim3
白手興家,pak6 siu3 hin1 ga1
見義勇為,gien4 ngi4 yung3 vui2
日經平均,ngit5 gin1 pin2 giun1
砒霜,pi1 song1
倒米,dau3 mi3
可蘭經,ko3 lan2 gin1
淤塞,yi1 set5
樂章,ngok6 zong1
正一,zin4 yit5
紅玫瑰,fung2 moi2 gui4
行大運,hang2 tai4 yun4
參閲,cam1 yet6
近親,kiun4 cin1
婉轉,von3 zon3
大三元,tai4 sam1 ngien2
單打獨鬥,dan1 da3 tuk6 diu4
簡便,gan3 pien4
正數,zin4 su4
難分難解,lan2 fun1 lan2 gai3
分一杯羹,fun1 yit5 bui1 gang1
射波,sa4 bo1
靈位,lin2 vui4
拗撬,au4 kiau4
吿密,gau4 mit6
相認,siong1 ngin4
長衫,cong2 sam1
和盤托出,fo2 pan2 tok5 cut5
兜兜轉轉,diu1 diu1 zon4 zon4
毒奶,tuk6 lai1
譯為,yit6 vui2
強身健體,kiong2 sin1 kien4 ti3
力不從心,lit6 but5 cung2 sim1
薪火相傳,sin1 fo3 siong1 con2
新仔,sin1 zai3
非法行為,fui1 fap5 hang2 vui2
識飲識食,sit5 yim3 sit5 sit6
模稜兩可,mu2 lin2 liong1 ko3
幽會,yiu1 fui4
誤打誤撞,ngu4 da3 ngu4 cong4
為限,vui2 han4
便便,pien4 pien4
第二朝,ti4 ngi4 zau1
軍校,giun1 gau4
未驚過,vui4 giang1 go4
辦公時間,pan4 gung1 si2 gan4
短命,don3 miang4
防毒,fong2 tuk6
短打,don3 da3
方丈,fong1 cong4
助聽器,co4 tin4 hi4
靈體,lin2 ti3
泡茶,pau4 ca2
假以時日,ga3 yi1 si2 ngit5
朝廷,cau2 tin2
被鋪,pi1 pu1
平原,pin2 ngien2
雞仔,gai1 zai3
正午,zin4 ng3
照相,zau4 siong4
別名,piet6 miang2
電話簿,tien4 va4 pu1
慕名而來,mu4 min2 yi2 loi2
驚惶,gin1 fong2
學長,hok6 cong2
心想事成,sim1 siong3 su4 sin2
小解,siau3 gai3
的士牌,dit5 si3 pai2
生活態度,sang1 fat6 tai4 tu4
消毒藥水,siau1 tuk6 yok6 sui3
應診,yin4 zin3
上菜,song4 coi4
上列,song4 liet6
擔子,dam4 zu3
成群,sin2 kiun2
靈巧,lin2 kiau3
見步行步,gien4 pu4 hang2 pu4
胃酸倒流,vui3 son1 dau4 liu2
正本,zin4 bun3
轉吿,zon3 gau4
事成,su4 sin2
長老,zong3 lau3
調走,tiau4 ziu3
四仔,si4 zai3
伙食,fo3 sit6
一波三折,yit5 bo1 sam1 ziet5
挨近,ai1 kiun1
大平賣,tai4 piang2 mai4
裨益,bi1 yit5
假名,ga3 min2
一蹶不振,yit5 kiet5 but5 zin3
伊士,yi1 si3
牛肉乾,ngiu2 ngiuk5 gon1
疏通,so1 tung1
驚為天人,gin1 vui2 tien1 ngin2
過從甚密,go4 cung2 sim3 mit6
盡力而為,cin4 lit6 yi2 vui2
正餐,zin4 con1
留名,liu2 min2
中氣,zung1 hi4
鏟車,can3 ca1
投名狀,tiu2 min2 cong4
不惜工本,but5 sit5 gung1 bun3
道地,tau4 ti4
難辭其咎,lan2 cu2 ki2 giu4
委以重任,vui1 yi1 cung4 ngim4
寸步難行,cun4 pu4 lan2 hang2
打沉,da3 cim2
應運而生,yin4 yun4 yi2 sang1
生蛇,sang1 sa2
五更,ng3 gang1
全盛,cien2 sang4
腳掣,giok5 zi4
主題樂園,zu3 ti2 lok6 yen2
抽射,ciu1 sa4
貓紙,miau4 zi3
水墨畫,sui3 met6 fa4
當眼,dong1 ngan3
唔撈,m1 lau1
好勝,hau4 sin4
錯手,co4 siu3
刷卡,sot5 kat6
修道院,siu1 tau4 yen4
賊仔,cet6 zai3
僅作參考,giun3 zok5 cam1 kau3
倔強,kiut5 kiong3
幸災樂禍,hen4 zai1 lok6 fo4
降落傘,gong4 lok6 san4
語出驚人,ngi1 cut5 gin1 ngin2
初中生,co1 zung1 sang1
虛驚,hi1 gin1
應門,yin4 mun2
尿道,ngiau4 tau4
精華素,zin1 fa2 su4
技驚四座,ki3 gin1 si4 co4
經血,gin1 hiet5
請食飯,ciang3 sit6 fan4
孖咇,ma1 bit5
山長水遠,san1 cong2 sui3 yen3
難搞,lan2 gau3
太平山,tai4 pin2 san1
平成,pin2 sin2
正途,zin4 tu2
食齋,sit6 zai1
播種,bo4 zung3
校規,gau4 gui1
老行尊,lau3 hong2 zun1
寒背,hon2 boi4
已成定局,yi3 sin2 tin4 kiuk6
朋友仔,pen2 yiu1 zai3
斷氣,ton1 hi4
重中之重,cung4 zung1 zu1 cung4
得人驚,det5 ngin2 giang1
磨滅,mo2 met6
身經百戰,sin1 gin1 bak5 zien4
聽電話,tang4 tien4 va4
一瞬間,yit5 sun4 gan1
轉帳,zon3 zong4
頂頸,din3 giang3
禁食,gim4 sit6
排水量,pai2 sui3 liong4
打罵,da3 ma4
省份,sen3 fun4
發射站,fat5 sa4 zam4
鬼仔,gui3 zai3
行文,hang2 vun2
了斷,liau3 ton4
矮仔,ai3 zai3
何為,ho2 vui2
依從,yi1 cung2
強迫症,kiong2 bet5 zin4
車牌號碼,ca1 pai2 hau4 ma1
解款員,gai4 kan3 yen2
凝結,ngien2 giet5
相輔相成,siong1 pu3 siong1 sin2
走難,ziu3 lan4
乘虛而入,sin2 hi1 yi2 ngip6
傾聽,kin1 tin4
正文,zin4 vun2
道賀,tau4 fo4
歌舞昇平,go1 mu3 sin1 pin2
海燕,hoi3 yen4
雪中送炭,siet5 zung1 sung4 tan4
斷線,ton1 sien4
換畫,von4 fa4
分寸,fun1 cun4
行軍,hang2 giun1
盛典,sang4 dien3
長氣,cong2 hi4
道義,tau4 ngi4
應得,yin1 det5
斷市,ton1 si4
要不然,yau4 but5 yen2
曾孫,zen1 sun1
平底鑊,pin2 dai3 vok6
中非,zung1 fui1
不置可否,but5 zi4 ko3 fiu3
大眼仔,tai4 ngan3 zai3
中餐,zung1 con1
平整,pin2 zin3
操行,cau1 hang2
長孫,zong3 sun1
講道,gong3 tau4
冠上,gon4 song4
凝視,ngien2 si4
中國產,zung1 get5 san3
虎頭蛇尾,fu3 tiu2 sa2 mui1
為己任,vui2 gi3 ngim4
危言聳聽,ngui2 ngien2 sung3 tin4
喜怒哀樂,hi3 lu4 oi1 lok6
好聲,hau3 sang1
大吃大喝,tai4 ket5 tai4 hot5
可惡,ko3 vu4
好天,hau3 tien1
一時之間,yit5 si2 zu1 gan1
賣命,mai4 miang4
板仔,ban3 zai3
為着,vui4 cok6
天長地久,tien1 cong2 ti4 giu3
一呼百應,yit5 fu1 bak5 yin4
一舉成名,yit5 gi3 sin2 min2
死士,si3 su4
名不經傳,min2 but5 gin1 con2
娓娓道來,mui3 mui3 tau4 loi2
當權,dong1 kien2
即日鮮,zit5 ngit5 sien1
大惑不解,tai4 fet6 but5 gai3
大條道理,tai4 tiau2 tau4 li1
讀取,tuk6 ci3
樂於助人,lok6 yi1 co4 ngin2
拖長,to1 cong2
頂端,din3 don1
領會,liang1 fui4
樂極生悲,lok6 kit6 sang1 bui1
三國演義,sam1 get5 yen1 ngi4
背住,boi4 cu4
一氣呵成,yit5 hi4 ho1 sin2
衰仔,soi1 zai3
為時已晚,vui2 si2 yi3 man1
助紂為虐,co4 ciu4 vui2 ngiok5
參考書,cam1 kau3 su1
鞭打,bien1 da3
朝拜,cau2 bai4
重覆,cung2 fuk5
用不着,yung4 but5 cok6
幾條街,gi3 tiau2 gai1
生疏,sang1 so1
中規中矩,zung1 gui1 zung1 gi3
垃圾食物,lap5 sap5 sit6 vut6
太平紳士,tai4 pin2 sin1 si3
前便,cien2 pien4
臨行,lim2 hang2
打圓場,da3 yen2 cong2
名成利就,min2 sin2 li4 ciu4
食雪糕,sit6 siet5 gau1
前車可鑑,cien2 gi1 ko3 gam4
壞話,fai4 va4
重修,cung2 siu1
如釋重負,yi2 sit5 cung1 fu4
相干,siong1 gon1
同病相憐,tung2 piang4 siong1 lien2
道行,tau4 hang2
掛名,ga4 miang2
説客,soi4 hak5
重整旗鼓,cung2 zin3 ki2 gu3
比卡超,bi3 ka1 cau1
取道,ci3 tau4
擔驚受怕,dam1 giang1 siu4 pa4
相會,siong1 fui4
長存,cong2 sun2
點着,diam3 cok6
配種,pui4 zung3
打賞,da3 song3
甩難,lot5 lan4
談情説愛,tam2 cin2 sot5 oi4
幻聽,fam4 tin4
凡間,fam2 gan1
義士,ngi4 su4
汰弱留強,tai4 ngiok6 liu2 kiong2
從良,cung2 liong2
神經質,sin2 gin1 zit5
剩低,yin4 dai1
斷食,ton4 sit6
正比,zin4 bi3
充其量,cung1 ki2 liong4
搞出人命,gau3 cut5 ngin2 miang4
正方形,zin4 fong1 hin2
國會山,get5 fui4 san1
一脈相承,yit5 mak5 siong1 sin2
艇仔,tiang3 zai3
傳譯,con2 yit6
自圓其説,cu4 yen2 ki2 sot5
百事可樂,bak5 su4 ko3 lok6
投閒置散,tiu2 han2 zi4 san3
中彩,zung4 cai3
各自為政,gok5 cu4 vui2 zin4
坐言起行,co4 ngien2 hi3 hang2
承載,sin2 zoi4
兵分兩路,bin1 fun1 liong1 lu4
重寫,cung2 sia3
分神,fun1 sin2
好漢,hau3 hon4
迎刃而解,ngiang2 ngiun3 yi2 gai3
最好不過,zui4 hau3 but5 go4
長眠,cong2 min2
觀眾緣,gon1 zung4 yen2
興盛,hin1 sang4
暖和,lon1 fo2
和睦,fo2 muk6
色士風,set5 su4 fung1
映照,yang3 zau4
命中注定,min4 zung1 zu4 tin4
小玩意,siau3 ngan4 yi4
圖解,tu2 gai3
打本,da3 bun3
頭頭是道,tiu2 tiu2 si4 tau4
中計,zung4 ge4
重光,cung2 gong1
車線,ca1 sien4
跟紅頂白,gen1 fung2 din3 pak6
心平氣和,sim1 pin2 hi4 fo2
置身其中,zi4 sin1 ki2 zung1
駭人聽聞,hai4 ngin2 tin4 vun2
一年半載,yit5 ngien2 ban4 zai3
強盜,kiong2 tau4
水上人,sui3 song4 ngin2
自轉,cu4 zon4
學車,hok6 ca1
儲值卡,su2 cit6 kat6
大假,tai4 ga4
自把自為,cu4 ba3 cu4 vui2
作樂,zok5 lok6
一朝一夕,yit5 zau1 yit5 sip6
助產士,co4 san3 su4
大解,tai4 gai3
電解質,tien4 gai3 zit5
革命衞隊,gak5 min4 vui4 dui4
盲撐,mang2 cang4
重陽節,cung2 yong2 ziet5
厭食,yam4 sit6
現身説法,hien4 sin1 sot5 fap5
孖公仔,ma1 gung1 zai3
笨重,bun4 cung4
刻板,ket5 ban3
熟食檔,suk6 sit6 dong4
淡薄,tam4 pok6
校對,gau3 dui4
閒話,han2 va4
瀕臨絕種,pin2 lim2 ciet6 zung3
執相,zip5 siong4
亡靈,mong2 lin2
倒垃圾,dau3 lap5 sap5
中草藥,zung1 cau3 yok6
一時三刻,yit5 si2 sam1 ket5
食言,sit6 ngien2
填平,tien2 pin2
刻劃,ket5 vak6
中飛,zung1 fui1
保平安,bau3 pin2 on1
長年累月,cong2 ngien2 lui4 ngiet6
以人為本,yi1 ngin2 vui2 bun3
處變不驚,cu4 bien4 but5 gin1
決斷,giet5 ton4
內行,lui4 hong2
意會,yi4 fui4
險惡,hiam3 ok5
月相,ngiet6 siong4
所剩無幾,so3 yin4 vu2 gi3
天命,tien1 min4
無形中,vu2 hin2 zung1
解籤,gai3 ciam1
良莠不齊,liong2 yiu3 but5 ce2
生食,sang1 sit6
一成不變,yit5 sin2 but5 bien4
聲名,sang1 min2
車聲,ca1 sang1
電鑽,tien4 zon4
孖辮,ma1 bien1
舊事重提,kiu4 su4 cung2 ti2
驚濤駭浪,gin1 tau2 hai4 long4
水車,sui3 ca1
正行,zin4 hong2
道友,tau4 yiu1
老貓燒鬚,lau3 miau4 sau1 si1
命題,min4 ti2
坐地起價,co4 ti4 hi3 ga4
日本仔,ngit5 bun3 zai3
相加,siong1 ga1
食花生,sit6 fa1 sang1
命懸一線,miang4 hien2 yit5 sien4
太上皇,tai4 song4 fong2
貪新鮮,tam1 sin1 sien1
吊命,diau4 miang4
摩托車,mo2 tok5 ca1
神靈,sin2 lin2
會社,fui4 sa1
朝代,cau2 toi4
衣食,yi1 sit6
更名,gang1 min2
神經病,sin2 gin1 piang4
受難,siu4 lan4
姪仔,cit6 zai3
包車,bau1 ca1
假意,ga3 yi4
拒載,ki3 zoi4
着眼點,cok6 ngan3 diam3
車轆,ca1 luk6
過關斬將,go4 gan1 zam3 ziong4
毒梟,tuk6 hiau1
幾許,gi1 hi3
夷為平地,yi2 vui2 pin2 ti4
補假,bu3 ga4
長袖衫,cong2 ciu4 sam1
乾糧,gon1 liong2
食老本,sit6 lau3 bun3
真傳,zin1 con2
背光,boi4 gong1
逼供,bit5 giung1
調度,tiau4 tu4
靈光,lin2 gong1
當時得令,dong1 si2 det5 lin4
平步青雲,pin2 pu4 ciang1 yun2
坐向,co4 hiong4
打錯,da3 co4
停經,tin2 gin1
會心,fui4 sim1
假借,ga3 zia4
番話,fan1 va4
食鹽,sit6 yam2
直率,cit6 sut5
爛仔,lan4 zai3
難倒,lan2 dau3
珍而重之,zin1 yi2 cung4 zu1
將帥,ziong4 soi4
緝毒,cip5 tuk6
得當,det5 dong4
古今中外,gu3 gim1 zung1 ngoi4
行宮,hang2 giung1
用處,yung4 cu4
參軍,cam1 giun1
驚惶失措,gin1 fong2 sit5 cu4
一讀,yit5 tuk6
令和,lin4 fo2
降職,gong4 zit5
怒火中燒,lu4 fo3 zung1 sau1
悉隨尊便,sit5 cui2 zun1 pien4
食腦,sit6 lau3
胡説,fu2 sot5
屬土,suk6 tu3
重新做人,cung2 sin1 zo4 ngin2
梅毒,moi2 tuk6
善惡,sien4 ok5
一應,yit5 yin4
點相,diam3 siong4
貓仔,miau4 zai3
坐墊,co4 tiap6
杯水車薪,bui1 sui3 ca1 sin1
佛經,fut6 gin1
絲打,su1 da3
心淡,sim1 tam1
四平八穩,si4 pin2 bat5 vun3
斷尾,ton1 mui1
走火通道,ziu3 fo3 tung1 tau4
速成,suk5 sin2
長凳,cong2 den4
主打歌,zu3 da3 go1
三言兩語,sam1 ngien2 liong1 ngi1
老本行,lau3 bun3 hong2
自暴自棄,cu4 pau4 cu4 hi4
打結,da3 giet5
靈驗,lin2 ngiam4
萬里長城,man4 li1 cong2 sang2
分工合作,fun1 gung1 hap6 zok5
核桃,het6 tau2
肉參,ngiuk5 sem1
當心,dong1 sim1
假手於人,ga3 siu3 yi1 ngin2
午間,ng3 gan1
相對濕度,siong1 dui4 sip5 tu4
趁火打劫,cin4 fo3 da3 giap5
從頭到尾,cung2 tiu2 dau4 mui1
倒行逆施,dau3 hang2 ngiak6 si1
忽然間,fut5 yen2 gan1
監工,gam1 gung1
無名氏,vu2 min2 si4
社會企業,sa1 fui4 ki1 ngiap6
不勝其煩,but5 sin1 ki2 fan2
監考,gam1 kau3
易如反掌,yi4 yi2 fan3 zong3
聲調,sang1 tiau4
齊整,ce2 zin3
氣量,hi4 liong4
背景音樂,boi4 gin3 yim1 ngok6
茶道,ca2 tau4
坐骨神經,co4 gut5 sin2 gin1
轉個頭,zon3 go4 tiu2
半夜三更,ban4 ya3 sam1 gang1
畫花,vak6 fa1
化險為夷,fa4 hiam3 vui2 yi2
放監,fong4 gam1
外行,ngoi4 hong2
進行曲,zin4 hang2 kiuk5
版畫,ban3 fa4
速食,suk5 sit6
遊山玩水,yiu2 san1 ngan4 sui3
有識之士,yiu1 sit5 zu1 su4
淨重,ciang4 cung1
品行,pin3 hang2
起重機,hi3 cung1 gi1
自行車,cu4 hang2 ca1
既為,gi4 vui2
莎翁,sa1 vung1
守望相助,siu3 mong4 siong1 co4
中轉站,zung1 zon3 zam4
榜上無名,bong3 song4 vu2 min2
從善如流,cung2 sien4 yi2 liu2
打底褲,da3 dai3 fu4
交響樂,gau1 hiong3 ngok6
偏食,pien1 sit6
水滴,sui3 tit6
打量,da3 liong2
副食品,fu4 sit6 pin3
即食麪,zit5 sit6 mien4
持卡人,ci2 kat6 ngin2
遠道,yen3 tau4
經手人,gin1 siu3 ngin2
聽命,tin4 min4
邊會,bien1 voi4
屬地,suk6 ti4
會診,fui4 zin3
杜莎夫人,tu4 sa1 fu1 ngin2
假想敵,ga3 siong3 tit6
校際,gau4 zi4
人有三急,ngin2 yiu1 sam1 gip5
聞風喪膽,vun2 fung1 song4 dam3
密不可分,mit6 but5 ko3 fun1
成材,sin2 coi2
撥打,pat5 da3
防暴隊,fong2 pau4 dui4
相映成趣,siong1 yang3 sin2 ci4
載體,zoi4 ti3
打擂台,da3 lui2 toi2
惡疾,ok5 cit6
堂堂正正,tong2 tong2 zin4 zin4
純種,sun2 zung3
為善,vui2 sien4
握手言和,vok5 siu3 ngien2 fo2
海傍,hoi3 pong2
望子成龍,mong4 zu3 sin2 lung2
將士,ziong4 su4
各不相讓,gok5 but5 siong1 ngiong4
量入為出,liong4 ngip6 vui2 cut5
點石成金,diam3 sak6 sin2 gim1
如日中天,yi2 ngit5 zung1 tien1
平面圖,pin2 mien4 tu2
海鮮餐,hoi3 sien1 con1
正題,zin4 ti2
長袍,cong2 pau2
監守自盜,gam1 siu3 cu4 tau4
食屎,sit6 si3
從速,cung2 suk5
朝令夕改,zau1 lin4 sip6 goi3
打坐,da3 co4
行差踏錯,hang2 ca1 tap6 co4
兇惡,hiung1 ok5
磨刀,mo2 dau1
打游擊,da3 yiu2 git5
舉中指,gi3 zung1 zi3
疏爽,so1 song3
行人道,hang2 ngin2 tau4
着涼,cok6 liong2
人生觀,ngin2 sang1 gon1
養尊處優,yong1 zun1 cu3 yiu2
車頭燈,ca1 tiu2 den1
綱要,gong1 yau4
好氣,hau3 hi4
坐立不安,co4 lip6 but5 on1
加監,ga1 gam1
冒名,mau4 min2
玫瑰露,moi2 gui4 lu4
不近人情,but5 kiun4 ngin2 cin2
打仔,da3 zai3
一路好走,yit5 lu4 hau3 ziu3
昭和,zau1 fo2
突然之間,tut6 yen2 zu1 gan1
頂撞,din3 cong4
居士,gi1 su4
不得其解,but5 det5 ki2 gai3
監護,gam1 fu4
夜行,ya3 hang2
必經之路,bit5 gin1 zu1 lu4
暴飲暴食,pau4 yim3 pau4 sit6
打散,da3 san3
一無是處,yit5 vu2 si4 cu4
剎那間,sat5 la3 gan1
壽仔,siu4 zai3
紙上談兵,zi3 song4 tam2 bin1
打燈,da3 den1
篤背脊,duk5 boi4 zit5
安道爾,on1 tau4 li3
拜讀,bai4 tuk6
無稽,vu2 ki1
難講,lan2 gong3
轉圈,zon4 kien1
背肌,boi4 gi1
旗鼓相當,ki2 gu3 siong1 dong1
概要,kai3 yau4
聯校,lien2 gau4
探長,tam4 zong3
間歇,gan4 hiet5
二五仔,ngi4 ng3 zai3
選讀,sien3 tuk6
真相大白,zin1 siong4 tai4 pak6
成條街,sang2 tiau2 gai1
靜觀,cin4 gon1
胸有成竹,hiung1 yiu1 sin2 zuk5
讀友,tuk6 yiu1
逆差,ngiak6 ca1
